"datetime","title","service","voc_type","voc_date","text"
"2008-11-26 오후 1:11:27","8시 영통 퇴근 버스 운행상의 건의","기타 >  >","","","안녕하세요, 수원 영통에서 회사까지 출퇴근 버스를 이용하고 있습니다. 간혹 8시 퇴근차를 이용하게 되는데요. 조금 늦게 사무실에서 나오면 버스에 승차하지 못하고, 모든 버스가 출발하길 기다렸다가 미니밴에 타기도 합니다. 출퇴근 버스를 운영하시는 분들께서 그래도 자리가 없다 외면하지 않으시고, 차량을 준비해주시는 점에는 크게 감사드립니다. 하지만 그 미니밴이 사람을 가득태우고, 순간 속도 175km/h로 차량이 가득한 영동 고속도로를 질주한다면 믿으시겠습니까? 먼저간 영통행버스를(영통입구에서 환승하여 동탄까지 가시는 분을 위해) 따라잡기 위해 부득히하게 그렇게 운행한다고 하시더군요. 회사에 건의해서 시정할수 있도록 부탁도 하셨습니다. 어려운 경기에 여러가지 많은 것들의 경비를 줄여야 함에는 동의하나, 이런식으로 안전에 치명적인 위협이 될수있는 요소를 출퇴근길에 그대로 두기에는 그 변명이 너무나 옹색해 보입니다. 좋은 개선책이 나오길 기대 합니다. 추운날씨에도 안전한 출퇴근버스 운용에 힘쓰시는 관계자 여러분께 감사드립니다."
"2008-11-25 오후 12:31:36","차량 경유지 문의","기타 >  >","","","석계역에서 출발하는 통근 버스에 대해 문의 합니다. 현재 석계역을 출발하여 구리전화국을 경유하여 가는 가는데 노선이 화랑대를 거쳐서 구리 쪽으로 가는 것으로 알고 있습니다. 화랑대에서도 한번 정차하여 갔으면 좋겠습니다. 석계역에서 06:45분에 출발하니 화랑대역 정차시간은 06:50분이라면 무리 없을 것으로 생각합니다. 이점을 문의 드립니다."
"2008-11-21 오전 10:53:13","증차 검토 요청(천호선)","기타 >  >","","","날씨가 요즘들어 많이 추워 졌네요.차량관리하시느라 추운날씨에 밖에서 계신걸 보면 항상 고맙게 생각합니다. 이런 와중에 더 편할려고만 한다고 할지모르나,너무 많은 인원이 불편함을 겪기에 한번 올려 봅니다. 6시 20분 천호선 보면 10분이 되기전에 항상 만차 입니다.5분이 지나면 일단 좋은자리(?) 앉기는 포기하는게 좋고요.요일에 따라 물론 틀리지만,대부분 꽤 많은 사람들이 자리가 없어서 다시 내립니다. 2대로 편성하여 일주일 정도 운영해 보시고,너무 빈자리가 많으면,다시 줄여도 될듯 하고..아니면 지금 현재 이용자 한테 설문지 돌려서 증차 의견 들어도되고...뭐...돈이 없어 못한다!!하면 할말은 없지만...현상파악 하는것은 쉬울듯 한데...어떠신지요?"
"2008-11-21 오전 8:24:51","차량문의","기타 >  >","","","동탄에서 출퇴근하는 직원입니다. 1. 아침에 출근하면 7시25분에서 30분사이에 도착하게 됩니다. => 출근시간을 약간 늦춰주셨으면 하구요. 2. 동탄에 중심도로만 지나가게 되는데요. 포스코 더샾2차주변으로 사람들이 10명정도 살고 있는데~거 기에서 부터 걸어갈려면 상당히 힘이 듭니다. 버스 운전기사님들께서 단 5분만 투자하셔서 거기로 돌아오 시면 추운 겨울 날에도 따뜻하게 차량을 탈 수 있을것 같은 데 변경해 주셨으면 합니다. => 제가 몇달전에도 같은내용으로 올린것 같은데 회답이 없 으신것 같습니다. 회신 주시구요. 좀 고려해 주세요."
"2008-11-19 오전 4:41:53","차량문의","기타 >  >","","","단지 내에 자가 차량은 진입불가능한가요? 일을 목적으로하는 화물등의 차량은 제외하고 일반 승용차가 주차되어 있던데 무슨차량인지 궁금합니다. 진입 가능하다면 어떤 절차가 필요한지요?"
"2008-11-18 오후 12:57:34","복지관 식당의 식단은","기타 >  >","","","복지관 식당의 식단은 형식적으로 작성이 되는 건지요 금일 점심 한식의 국이 김치찌게로 되어 있는데요 실질적으로 나온건 미역국,, 어제 점심 한식은 미역국이 였으나, 김치찌게가 나오고... 그리고 어제 점심에 나온 숙채 비빔밥과 고담식당의 저녁 메뉴가 같게 나오는 이유는... 왠지 점심메뉴가 다시 저녁으로 간다는건 남은 음식 처리 하는 건지..."
"2008-11-17 오후 3:45:52","이천 관내 통근버스 정류장 위치","기타 >  >","","","안녕하세요. 하이닉스 직원입니다. 곧 이사를 가야하는데, 통근버스 운행되는 지역으로 가려고 하니, 버스 정류장 위치가 궁금하네요. 엑셀로 정리된 것은 공지사항에서 찾았는데, 혹시 지도에 정류장 표시해서 정리하신 파일은 없나요? 정류장 명칭만 가지고는 어딘지, 어디서 타는지 잘 모르겠어요. 전부다 정리된 것이 없다면, 모가선, 여주선(여주선은 이천지역 만) 두 노선만 있어도 됩니다. 감사합니다."
"2008-11-16 오후 11:05:03","사내 부속의원 진료 시간 중에 식사시간이","기타 >  >","","","사내 부속의원 진료 시간 중에 식사시간이 어떻게 되는지 궁금합니다. 그시간을 피해서 진료를 받아야 하는데 정확히 몇시 부터 몇시까지 인가요?"
"2008-11-15 오후 6:39:36","복지관 식당","기타 >  >","","","복지관 식당에서 한식을 먹고 그릇을 버리러 가는데 안에 아주머니들이 계시는데.. 줄을 서면서 그안을 자연스럽게 보게 되었습니다. 안에 아주머니가 큰통에 작은 접시들을 레일위에 올리셨습니다. 당연스럽게 우리가 내려놓아야 할 식판들과 뒤섞이게 되었는데.. 굳이 우리가 식판을 내려놓아야 할 레일위에 거기에 올리셔야 하는 이유가 멉니까? 밖에서 저희들처럼 줄서서 그런게 아니고.. 굳이 설거지 하는 곳 안에서 거기다 올리지 말고. 집적 안에서 하시면 되는데.. 왜 굳이 우리가 보는 앞에서 그래야 하는지 모르겠습니다."
"2008-11-13 오전 10:49:58","시정 바랍니다.","기타 >  >","","","요 근래 단지내 보안단속이 강화된것을 피부로 느끼고 있습니다. 보안이라는게 여러번 강조해도 부족한 것이기에 강화됐다는 것에 불만이 있는 것은 아니지만... 몇몇 분들은 무슨 벼슬이라도 얻은 듯 아무렇게나 고압적인 언행을 보이곤 하는데 우리가 무슨 예비범죄자입니까? 보안도 서비스입니다. 식당종사자분들 서비스센타분들처럼 고객을 아끼는 분들로 거듭나길 바랍니다. 시정해주세요."
"2008-11-13 오전 8:58:21","부속의원이 너무 추워요.","기타 >  >","","","부속의원에 물리치료 받으러 갔습니다. 그런데 너무 추워서 몸을 웅크렸더니 이젠 다리랑 허벅지가 아픕니다 ㅠ 감기도 훌쩍 ㅠ 오히려 병을 얻어 왔네요. 저희 회사는 진작에 히터가 나오는데... 침대에 전기장판이 있는 것도 아니고... 진짜 너무너무 춥습니다. 그렇게 추운곳에서 하루종일 고생하는 간호사 언니들이 참 ㅠㅠ 얼른 히터 틀어주세요 ㅠ 앞으로 계속 예약식으로 물리치료 받을건데 ㅠ 정말 너무추워요 ㅠ 코시리고 ㅠㅜ 화장실의 비데가 너무 따뜻해서 나오기 싫을 정도에요 ㅠ 손시리고 발시리고 ㅠ 여자는 추우면 안되요 ㅠ"
"2008-11-12 오후 12:58:17","복지관 식당 음식이 점점 짜지네요","기타 >  >","","","안녕하세요. 매일 복지관 음식을 먹는 직원입니다. 업체가 변경되고 나서 여러가지 말들이 많더군요. 여러사람이 이용하는 식당이다보니, 불만들도 많을수 밖에 없겠지요. 그렇지만 업체가 변경되고 나서 점심뿐만 아니라, 아침,저녁에도 기다리는 시간도 늘고, 음식의 질과 이 음식이 과연 하루 권장량에 맞게 영양사가 설계한 음식일까 여러가지 불평불만이 많았습니다. 특히, 점점 짜지는 음식은 어떻게 해야할지 난감합니다. 싱겁게 먹고 짜게 먹고는 개인의 기호겠지만, 너무 터무니없이 음식이 점점 짜지니, 이건 음식에 물을 타먹을수도 없고, 난감하네요. 오늘 같이 드시는 분은 공단전체를 고혈압 걸리게 할 작정이냐고 투정대시기 까지 했습니다. 이곳에 들어와서 글을 남기는 적극적인 이용자도 있겠지만, 대부분 사람들은 추운 밖에서 기다리고, 음식이 나빠도 참고 먹고 있습니다. 그게 불만이 없어서 그렇다고 생각하지 마시고, 개선하는데 노력해주셨으면 좋겠습니다."
"2008-11-11 오후 2:58:01","콘도 리스트 송부 부탁드립니다.","기타 >  >","","","SCK 에 근무하는 직원 입니다. 제휴나, 할인받아서 갈수 있는 콘도 리스트좀 메일로 송부 부탁드립니다. ^^"
"2008-11-10 오후 5:48:08","복지관식당","기타 >  >","","","매번 글을 남기네요.... 제가 까다로운건지.. 모르겠지만 할말은 해야겠네요. 오늘 아침 7시쯤에 식당에서 밥을 먹고 있었습니다. 앉은곳이 배식하는 곳이 바로 보여서 먹으면서 자연스럽게 배식하는 곳을 보게되었습니다. 그런데 국을 주는곳에서 아주머니가 안계셨던지.. 식사 하시러 오는 분이 직접 안에 들어가셔서 국을 담아가시는 모습을 보게되었습니다. 참 기분이 안좋습니다. 그런일까지 우리가 해야하나.. 그런 생각과... 비위생적이게 누가 거기에 들어가서 음식을 가져온답니까? 그것도 모든 사람들이 같이 먹어야 되는 국을 본인이 퍼오다니요.. 식당까지 오면서 옷에 달라붙은 먼지와.... 머리카락이라도 빠지면 어떻게 할려고.. 거기 안에 들어간답니까? 언제부터 식당배식이 이렇게 누구나 할수있는 일이였습니까? 그리고 연근조림... 어제도 나온걸로 알고 있는데.. 같은 반찬... 자제좀 해주세요.. 도대체 식대비는 왜 올른건지.. 올렸으면 더 좋아야 하는데.. 이거 원.. 전보다 더 못하니... 언제까지 이 불만들을 가지면서 밥을 먹어야 하는지.. 말로만 개선한다고 하지말고.. 확실한 모습으로 보여주십시요!"
"2008-11-10 오전 11:56:57","금일(11/10) 일품 식단 관련 불편 (어이상실)","기타 >  >","","","금방 오늘 점심으로 일품을 먹고 어이가 없어 불편 사항 올립니다. 금일 일품 식단: 일식돈까스/일식소스, 맑은우동국물, 검정깨밥, 양념반달감자, 햄옥수수볶음, 김치 도대체 업체 바뀐 곳에서는 영양사 개념 상실 한 것 아닌가요? 돈까스는 무슨 일식돈까스? 보통 고무 씹는 표현들 쓰는 데..이건 무슨 플라스틱도 아니고 이가 아파서 반도 안먹고 나왔습니다. 사외 식당이였으면 다들 환불 받고 한소리하며 그냥 나왔을 겁니다. 게다가 기름에 쩔은 감자 조각에...우동 국물은 간장에 물타셨는 지 짜서 한번 입에 대고 더이상 무리. 햄옥수수는 또 뭐...반찬수 채우려는 건지 이건 왜 준답니까? 회사에서 밥먹으면 건강 나빠질 것 같아 걱정 이군요. 건강 나빠지면 책임은 누가 질 것인지? 업체 바뀐 후 계약은 되어 있을테니 바뀔 가능성은 없겠고...개선 기대 조차 할 수 없을만큼 식단이 엉망이네요. 그냥 기본적으로 매일 샐러드 메뉴나 추가 하시죠."
"2008-11-10 오전 11:56:31","아 社로 바뀌고 나서 좋은점","기타 >  >","","","첫째, 식사 시간이 짧아 졌다. : 먹을거 없다 보니 조금 깨작 거리면 끝이다. 오늘도 양이 적을듯해서 돈까스 하나 더 달라니 줄 생각이 없다. 안 받길 잘했지. 써는 순간 아줌마의 선견 지명에 감사 했다. 둘째, 식당의 구석 구석 자리를 잘 알수 있다 : 밥 먹기전 서 있는 시간을 별도로 줘서 운동을 하게 해준다. 셋째, 살이 빠진다 : 맛이 없으니 그냥 대충 먹다 보니 뱃살이 줄어 들고 있다. 단 부작용으로 아 社를 안주 삼아 씹는 일이 많아 술을 많이 마신다. 넷째 : 향수에 젖게 만든다. : 예전의 탕식. 먹을때마다 탕식이 생각나게 해서 향수병에 걸리게 한다. 샤넬~~"
"2008-11-09 오전 8:27:40","밥맛 좋게 해주셔서 감사드리네요..","기타 >  >","","","아침에 빵을 먹는데.. 반씩 잘라서 주는거 한쌍 만들어 2개 갖고가니 아주머니가 이러시더라구요.. 빵 너무 많이 갖고 가시면 안되요!! 여기까지면 말 안하겠지만 다음에 하시는 말씀에 아주 기분이 좋아지더라구요.. 하나 덜어 드릴까요?? 나 참.. 내가 뭐 빵 그거 2개 갖고가서 장사한답니까..? 먹으려고 집어온 빵에 많이 갖고왔다 한마디 해도(에초에 빵 2개가 많이 갖고온건가요?) 기분 상할 판에 하나 덜어가신다구요? 이건 정말 너무하네요."
"2008-11-07 오후 3:08:35","식당개선이 잘 이루어지고 있는 것 같아 감사드립니다.","기타 >  >","","","업체도 바뀌고 해서 기대를 하면서도... 과연 좋아질까 라는 생각을 했었는데 개선이 잘 되고 있는 것 같아 기분이 좋습니다. 공사가 완료되면 더 좋은 환경이 되겠죠 ?? ^^ 항상 여러가지로 열심히 해주셔서 감사하게 생각합니다. 앞으로 더 좋은 식사 환경이 될 수 있도록 노력 부탁드립니다."
